millis,temp,output
154,19.89,0.00
1152,19.85,149.22
2148,19.85,149.22
3145,19.85,149.22
4143,19.92,149.22
5140,19.82,143.29
6137,19.82,143.29
7134,19.92,161.00
8131,19.82,161.00
9128,20.02,178.75
10126,19.89,178.75
11123,19.82,143.29
12121,19.85,143.29
13118,19.72,125.55
14114,19.65,125.55
15112,19.51,90.10
16109,19.48,90.10
17106,19.45,78.28
18104,19.31,78.28
19100,19.24,42.82
20098,19.18,42.82
21095,19.11,19.19
22092,19.08,19.19
23090,18.87,0.00
24086,18.94,0.00
25083,18.84,0.00
26081,18.84,0.00
27078,18.74,0.00
28075,18.77,0.00
29072,18.67,0.00
30069,18.67,0.00
31067,18.64,0.00
32063,18.67,0.00
33060,18.60,0.00
34058,18.64,0.00
35055,18.57,0.00
36051,18.67,0.00
37049,18.57,0.00
38046,18.60,0.00
39044,18.67,0.00
40040,18.60,0.00
41037,18.67,0.00
42035,18.64,0.00
43032,18.60,0.00
44028,18.64,0.00
45026,18.64,0.00
46023,18.64,0.00
47020,18.70,0.00
48017,18.60,0.00
49014,18.67,0.00
50012,18.74,0.00
51008,18.64,0.00
52005,18.70,0.00
53003,18.70,0.00
54000,18.67,0.00
54996,18.74,0.00
55994,18.70,0.00
56991,18.77,0.00
57989,18.77,0.00
58985,18.74,0.00
59982,18.77,0.00
60980,18.81,0.00
61976,18.94,0.00
62973,19.11,19.19
63971,19.08,19.19
64968,19.11,19.19
65966,19.18,19.19
66963,19.35,60.53
67959,19.35,60.53
68957,19.38,66.46
69954,19.38,66.46
70951,19.45,78.28
71949,19.45,78.28
72945,19.58,101.91
73943,19.51,101.91
74940,19.51,90.10
75937,19.38,90.10
76935,19.62,107.81
77932,19.55,107.81
78928,19.45,78.28
79926,19.45,78.28
80923,19.51,90.10
81921,19.45,90.10
82918,19.48,84.17
83915,19.38,84.17
84912,19.38,66.46
85909,19.31,66.46
86906,19.31,54.64
87904,19.31,54.64
88901,19.24,42.82
89897,19.28,42.82
90895,19.24,42.82
91892,19.24,42.82
92890,19.24,42.82
93887,19.21,42.82
94884,19.14,25.08
95881,19.21,25.08
96878,19.18,31.01
97875,19.14,31.01
98873,19.18,31.01
99870,19.14,31.01
100867,19.11,19.19
101864,19.14,19.19
102861,19.14,25.08
103859,19.08,25.08
104856,19.11,19.19
105853,19.01,19.19
106851,19.14,25.08
107847,19.08,25.08
108845,19.11,19.19
109842,19.18,19.19
110839,19.21,36.90
111837,19.08,36.90
112834,19.14,25.08
113830,19.14,25.08
114828,19.21,36.90
115825,19.18,36.90
116823,19.21,36.90
117820,19.24,36.90
118817,19.21,36.90
119815,19.18,36.90
120811,19.21,36.90
121808,19.24,36.90
122806,19.35,60.53
123803,19.24,60.53
124801,19.18,31.01
125798,19.24,31.01
126795,19.18,31.01
127792,19.21,31.01
128789,19.18,31.01
129786,19.24,31.01
130784,19.28,48.72
131781,19.24,48.72
132779,19.31,54.64
133776,19.21,54.64
134772,19.24,42.82
135770,19.24,42.82
136767,19.24,42.82
137764,19.21,42.82
138762,19.24,42.82
139759,19.18,42.82
140756,19.08,13.30
141753,19.21,13.30
142750,19.18,31.01
143748,19.11,31.01
144745,19.18,31.01
145742,19.18,31.01
146740,19.14,25.08
147736,19.24,25.08
148733,19.18,31.01
149731,19.18,31.01
150728,19.14,25.08
151726,19.18,25.08
152723,19.24,42.82
153720,19.14,42.82
154718,19.28,48.72
155714,19.24,48.72
156711,19.24,42.82
157709,19.21,42.82
158706,19.31,54.64
159704,19.24,54.64
160701,19.21,36.90
161698,19.28,36.90
162695,19.21,36.90
163692,19.21,36.90
164689,19.21,36.90
165687,19.18,36.90
166684,19.18,31.01
167682,19.21,31.01
168679,19.24,42.82
169675,19.18,42.82
170673,19.14,25.08
171670,19.18,25.08
172667,19.24,42.82
173665,19.21,42.82
174662,19.18,31.01
175659,19.31,31.01
176656,19.18,31.01
177653,19.18,31.01
178651,19.14,25.08
179648,19.18,25.08
180645,19.24,42.82
181643,19.18,42.82
182640,19.14,25.08
183636,19.11,25.08
184634,19.24,42.82
185631,19.24,42.82
186629,19.18,31.01
187626,19.18,31.01
188623,19.31,54.64
189620,19.21,54.64
190617,19.21,36.90
191614,19.24,36.90
192612,19.14,25.08
193609,19.28,25.08
194607,19.18,31.01
195604,19.24,31.01
196600,19.28,48.72
197598,19.21,48.72
198595,19.14,25.08
199592,19.21,25.08
200590,19.21,36.90
201587,19.21,36.90
202585,19.18,31.01
203581,19.18,31.01
204578,19.18,31.01
205576,19.21,31.01
206573,19.14,25.08
207570,19.21,25.08
208568,19.18,31.01
209565,19.18,31.01
210562,19.21,36.90
211559,19.11,36.90
212556,19.31,54.64
213554,19.24,54.64
214551,19.21,36.90
215548,19.21,36.90
216546,19.14,25.08
217542,19.18,25.08
218540,19.24,42.82
219537,19.24,42.82
220534,19.35,60.53
221532,19.21,60.53
222529,19.21,36.90
223526,19.24,36.90
224523,19.21,36.90
225520,19.21,36.90
226518,19.18,31.01
227515,19.24,31.01
228512,19.21,36.90
229510,19.21,36.90
230507,19.14,25.08
231503,19.21,25.08
232501,19.18,31.01
233498,19.21,31.01
234496,19.21,36.90
235493,19.18,36.90
236490,19.21,36.90
237488,19.18,36.90
238484,19.24,42.82
239481,19.18,42.82
240479,19.24,42.82
241476,19.28,42.82
242473,19.24,42.82
243471,19.18,42.82
244468,19.21,36.90
245465,19.48,36.90
246462,19.18,31.01
247459,19.21,31.01
248457,19.21,36.90
249454,19.04,36.90
250451,19.14,25.08
251449,19.21,25.08
252445,19.21,36.90
253443,19.21,36.90
254440,19.18,31.01
255437,19.21,31.01
256435,19.35,60.53
257432,19.24,60.53
258429,19.18,31.01
259426,19.21,31.01
260423,19.11,19.19
261421,19.21,19.19
262418,19.18,31.01
263415,19.18,31.01
264413,19.24,42.82
265410,19.24,42.82
266406,19.21,36.90
267404,19.18,36.90
268401,19.28,48.72
269399,19.21,48.72
270396,19.21,36.90
271393,19.21,36.90
272391,19.21,36.90
273387,19.18,36.90
274384,19.21,36.90
275382,19.21,36.90
276379,19.18,31.01
277377,19.18,31.01
278374,19.18,31.01
279370,19.18,31.01
280368,19.18,31.01
281365,19.24,31.01
282362,19.18,31.01
283360,19.21,31.01
284357,19.18,31.01
285355,19.18,31.01
286352,19.14,25.08
287348,19.18,25.08
288346,19.18,31.01
289343,19.21,31.01
290340,19.14,25.08
291338,19.28,25.08
292335,19.21,36.90
293331,19.21,36.90
294329,19.21,36.90
295326,19.21,36.90
296324,19.18,31.01
297321,19.21,31.01
298318,19.24,42.82
299316,19.21,42.82
300312,19.24,42.82
301309,19.24,42.82
302307,19.24,42.82
303304,19.28,42.82
304302,19.24,42.82
305299,19.21,42.82
306296,19.21,36.90
307293,19.18,36.90
308290,19.21,36.90
309287,19.24,36.90
310285,19.24,42.82
311282,19.28,42.82
312280,19.24,42.82
313277,19.21,42.82
314273,19.24,42.82
315271,19.18,42.82
316268,19.21,36.90
317265,19.24,36.90
318263,19.24,42.82
319260,19.28,42.82
320258,19.24,42.82
321254,19.24,42.82
322251,19.21,36.90
323249,19.14,36.90
324246,19.21,36.90
325243,19.18,36.90
326241,19.18,31.01
327238,19.21,31.01
328235,19.18,31.01
329232,19.18,31.01
330229,19.14,25.08
331227,19.14,25.08
332224,19.21,36.90
333221,19.21,36.90
334219,19.18,31.01
335215,19.18,31.01
336212,19.11,19.19
337210,19.14,19.19
338207,19.18,31.01
339205,19.21,31.01
340202,19.21,36.90
341199,19.24,36.90
342196,19.24,42.82
343193,19.24,42.82
344190,19.24,42.82
345188,19.24,42.82
346185,19.24,42.82
347183,19.21,42.82
348180,19.28,48.72
349176,19.18,48.72
350174,19.24,42.82
351171,19.21,42.82
352168,19.21,36.90
353166,19.21,36.90
354163,19.28,48.72
355161,19.31,48.72
356157,19.24,42.82
357154,19.24,42.82
358152,19.24,42.82
359149,19.21,42.82
360146,19.48,84.17
361144,19.11,84.17
362141,18.94,0.00
363138,18.81,0.00
364135,18.84,0.00
365132,18.70,0.00
366130,18.70,0.00
367126,18.67,0.00
368123,18.57,0.00
369121,18.57,0.00
370118,18.50,0.00
371116,18.54,0.00
372112,18.47,0.00
373109,18.50,0.00
374107,18.40,0.00
375104,18.50,0.00
376101,18.47,0.00
377098,18.40,0.00
378095,18.47,0.00
379092,18.47,0.00
380090,18.40,0.00
381086,18.47,0.00
382084,18.47,0.00
383081,18.43,0.00
384078,18.47,0.00
385075,18.47,0.00
386072,18.47,0.00
387069,18.50,0.00
388067,18.54,0.00
389064,18.50,0.00
