millis,temp,output
154,20.73,0.00
1152,20.70,255.00
2148,20.70,255.00
3145,20.73,255.00
4143,20.70,255.00
5140,20.70,255.00
6137,20.73,255.00
7134,20.70,255.00
8131,20.73,255.00
9128,20.70,255.00
10126,20.76,255.00
11123,20.73,255.00
12120,20.66,255.00
13117,20.70,255.00
14114,20.70,255.00
15112,20.49,255.00
16109,20.22,255.00
17106,19.99,172.82
18104,19.78,172.82
19100,19.48,84.17
20098,19.28,84.17
21095,19.14,25.08
22092,18.81,25.08
23090,18.70,0.00
24086,18.47,0.00
25083,18.33,0.00
26081,18.20,0.00
27078,18.03,0.00
28075,18.00,0.00
29072,17.89,0.00
30069,17.76,0.00
31067,17.83,0.00
32063,17.73,0.00
33060,17.69,0.00
34058,17.73,0.00
35055,17.73,0.00
36051,17.73,0.00
37049,17.73,0.00
38046,17.73,0.00
39044,17.76,0.00
40040,17.76,0.00
41037,17.83,0.00
42035,17.79,0.00
43031,17.83,0.00
44028,17.83,0.00
45026,17.86,0.00
46023,17.89,0.00
47020,17.89,0.00
48017,17.93,0.00
49014,18.00,0.00
50012,17.96,0.00
51008,17.96,0.00
52005,18.03,0.00
53003,18.10,0.00
54000,18.13,0.00
54996,18.13,0.00
55994,18.16,0.00
56991,18.13,0.00
57988,18.20,0.00
58985,18.23,0.00
59982,18.23,0.00
60980,18.30,0.00
61976,18.30,0.00
62973,18.37,0.00
63971,18.40,0.00
64968,18.50,0.00
65965,18.50,0.00
66962,18.54,0.00
67959,18.64,0.00
68957,18.64,0.00
69953,18.64,0.00
70950,18.74,0.00
71948,18.74,0.00
72945,18.74,0.00
73942,18.81,0.00
74939,18.87,0.00
75936,18.87,0.00
76934,18.94,0.00
77930,18.94,0.00
78927,18.94,0.00
79925,18.94,0.00
80922,19.01,1.44
81918,19.14,1.44
82916,19.31,54.64
83913,19.41,54.64
84911,19.41,72.35
85907,19.48,72.35
86904,19.68,119.66
87902,19.55,119.66
88899,19.62,107.81
89896,19.68,107.81
90894,19.72,125.55
91891,19.72,125.55
92889,19.72,125.55
93885,19.75,125.55
94882,19.72,125.55
95880,19.68,125.55
96877,19.65,113.73
97874,19.58,113.73
98872,19.55,96.02
99868,19.55,96.02
100866,19.45,78.28
101863,19.41,78.28
102860,19.35,60.53
103858,19.38,60.53
104855,19.14,25.08
105852,19.28,25.08
106849,19.31,54.64
107846,19.01,54.64
108844,19.04,7.37
109841,19.01,7.37
110838,18.97,0.00
111836,18.94,0.00
112832,18.91,0.00
113829,18.94,0.00
114827,18.94,0.00
115824,18.87,0.00
116820,18.91,0.00
117818,18.91,0.00
118815,18.91,0.00
119813,18.97,0.00
120810,18.94,0.00
121806,18.94,0.00
122804,19.01,1.44
123801,19.08,1.44
124798,19.11,19.19
125796,19.04,19.19
126792,19.14,25.08
127790,19.14,25.08
128787,19.31,54.64
129784,19.28,54.64
130782,19.21,36.90
131779,19.28,36.90
132776,19.31,54.64
133773,19.24,54.64
134770,19.31,54.64
135768,19.38,54.64
136765,19.38,66.46
137762,19.31,66.46
138760,19.48,84.17
139757,19.45,84.17
140753,19.41,72.35
141751,19.45,72.35
142748,19.35,60.53
143746,19.35,60.53
144743,19.45,78.28
145740,19.31,78.28
146738,19.31,54.64
147734,19.31,54.64
148731,19.31,54.64
149729,19.24,54.64
150726,19.28,48.72
151724,19.21,48.72
152721,19.28,48.72
153718,19.18,48.72
154716,19.21,36.90
155712,19.14,36.90
156709,19.08,13.30
157707,19.11,13.30
158704,19.11,19.19
159702,19.11,19.19
160699,19.08,13.30
161695,19.01,13.30
162693,19.04,7.37
163690,19.11,7.37
164687,19.04,7.37
165685,19.08,7.37
166682,19.18,31.01
167678,19.08,31.01
168676,19.04,7.37
169673,19.11,7.37
170671,19.08,13.30
171668,19.18,13.30
172665,19.14,25.08
173662,19.21,25.08
174659,19.18,31.01
175656,19.28,31.01
176654,19.24,42.82
177651,19.24,42.82
178649,19.24,42.82
179646,19.28,42.82
180642,19.38,66.46
181640,19.38,66.46
182637,19.31,54.64
183634,19.35,54.64
184632,19.35,60.53
185629,19.41,60.53
186627,19.28,48.72
187623,19.31,48.72
188620,19.28,48.72
189618,19.28,48.72
190615,19.35,60.53
191612,19.35,60.53
192610,19.35,60.53
193607,19.24,60.53
194605,19.28,48.72
195601,19.24,48.72
196598,19.28,48.72
197596,19.24,48.72
198593,19.18,31.01
199590,19.24,31.01
200588,19.21,36.90
201584,19.21,36.90
202582,19.21,36.90
203579,19.18,36.90
204576,19.18,31.01
205574,19.11,31.01
206571,19.11,19.19
207568,19.11,19.19
208566,19.11,19.19
209562,19.14,19.19
210560,19.11,19.19
211557,19.18,19.19
212554,19.11,19.19
213552,19.11,19.19
214549,19.11,19.19
215545,19.11,19.19
216543,19.18,31.01
217540,19.11,31.01
218537,19.18,31.01
219535,19.31,31.01
220532,19.18,31.01
221530,19.28,31.01
222527,19.21,36.90
223523,19.21,36.90
224521,19.21,36.90
225518,19.24,36.90
226515,19.24,42.82
227513,19.24,42.82
228510,19.24,42.82
229507,19.28,42.82
230504,19.31,54.64
231501,19.31,54.64
232499,19.41,72.35
233496,19.31,72.35
234493,19.28,48.72
235491,19.31,48.72
236488,19.21,36.90
237485,19.28,36.90
238482,19.24,42.82
239479,19.28,42.82
