millis,temp,output
766997,19.45,78.28
767994,19.55,78.28
768992,19.58,101.91
769989,19.58,101.91
770987,19.62,107.81
771984,19.62,107.81
772981,19.65,113.73
773979,19.65,113.73
774976,19.62,107.81
775972,19.68,107.81
776970,19.68,119.66
777967,19.78,119.66
778964,19.75,131.48
779962,19.85,131.48
780959,19.75,131.48
781957,19.72,131.48
782954,19.72,125.55
783951,19.68,125.55
784949,19.68,119.66
785946,19.72,119.66
786942,19.72,125.55
787940,19.68,125.55
788937,19.65,113.73
789935,19.65,113.73
790932,19.65,113.73
791929,19.62,113.73
792927,19.58,101.91
793924,19.55,101.91
794921,19.68,119.66
795919,19.45,119.66
796916,19.48,84.17
797913,19.48,84.17
798910,19.41,72.35
799907,19.35,72.35
800905,19.24,42.82
801902,19.24,42.82
802899,19.31,54.64
803897,19.28,54.64
804893,19.18,31.01
805891,19.04,31.01
806888,19.08,13.30
807885,18.91,13.30
808883,18.91,0.00
809880,18.77,0.00
810876,18.67,0.00
811874,18.67,0.00
812871,18.64,0.00
813869,18.54,0.00
814866,18.57,0.00
815862,18.47,0.00
816860,18.43,0.00
817857,18.43,0.00
818854,18.43,0.00
819851,18.37,0.00
820848,18.40,0.00
821846,18.37,0.00
822843,18.37,0.00
823840,18.43,0.00
824837,18.40,0.00
825834,18.50,0.00
826831,18.40,0.00
827829,18.50,0.00
828825,18.47,0.00
829822,18.54,0.00
830820,18.54,0.00
831817,18.60,0.00
832815,18.60,0.00
833811,18.64,0.00
834808,18.64,0.00
835806,18.67,0.00
836803,18.77,0.00
837799,18.74,0.00
838797,18.81,0.00
839794,18.81,0.00
840792,18.84,0.00
841789,18.84,0.00
842785,18.91,0.00
843783,18.97,0.00
844780,18.97,0.00
845777,19.01,0.00
846775,19.01,1.44
847771,19.11,1.44
848769,19.14,25.08
849766,19.24,25.08
850763,19.24,42.82
851761,19.24,42.82
852758,19.24,42.82
853754,19.35,42.82
854752,19.35,60.53
855749,19.38,60.53
856747,19.48,84.17
857744,19.48,84.17
858741,19.48,84.17
859739,19.48,84.17
860735,19.55,96.02
861732,19.55,96.02
862730,19.41,72.35
863727,19.51,72.35
864724,19.62,107.81
865722,19.65,107.81
866719,19.58,101.91
867717,19.62,101.91
868714,19.72,125.55
869710,19.68,125.55
870708,19.68,119.66
871705,19.78,119.66
872702,19.62,107.81
873700,19.72,107.81
874697,19.68,119.66
875695,19.68,119.66
876692,19.72,125.55
877689,19.58,125.55
878687,19.62,107.81
879684,19.65,107.81
880681,19.68,119.66
881678,19.65,119.66
882675,19.65,113.73
883673,19.58,113.73
884670,19.65,113.73
885667,19.51,113.73
886665,19.62,107.81
887662,19.51,107.81
888659,19.48,84.17
889657,19.48,84.17
890654,19.45,78.28
891651,19.41,78.28
892648,19.35,60.53
893645,19.38,60.53
894643,19.31,54.64
895640,19.28,54.64
896637,19.14,25.08
897634,19.08,25.08
898631,19.08,13.30
899629,18.97,13.30
900626,18.97,0.00
901623,18.91,0.00
902621,18.81,0.00
903617,18.81,0.00
904614,18.74,0.00
905612,18.67,0.00
906609,18.64,0.00
907607,18.57,0.00
908603,18.50,0.00
909600,18.57,0.00
910598,18.50,0.00
911595,18.47,0.00
912591,18.47,0.00
913589,18.47,0.00
914586,18.47,0.00
915584,18.47,0.00
916581,18.47,0.00
917577,18.47,0.00
918575,18.54,0.00
919572,18.54,0.00
920569,18.54,0.00
921567,18.60,0.00
922563,18.57,0.00
923560,18.64,0.00
